timestamp: 25 Apr 2016 16:19:04 | username: nets213 | message: up\
timestamp: 25 Apr 2016 17:40:56 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:40:56 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:40:57 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:41:44 | username: theonlysnail | message: right
timestamp: 25 Apr 2016 17:41:52 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 17:41:54 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 17:41:59 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:42:01 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:42:01 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:42:53 | username: theonlysnail | message: down
timestamp: 25 Apr 2016 17:42:55 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 17:43:21 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 17:43:23 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 17:43:32 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:43:32 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:43:34 | username: eternal_hots | message: almost at 1240
timestamp: 25 Apr 2016 17:44:04 | username: theonlysnail | message: ughhhhh still so far
timestamp: 25 Apr 2016 17:44:22 | username: theonlysnail | message: down
timestamp: 25 Apr 2016 17:44:23 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 17:44:47 | username: theonlysnail | message: right
timestamp: 25 Apr 2016 17:44:52 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 17:45:06 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 17:45:10 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 17:45:13 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 17:45:42 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 17:45:49 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 17:45:50 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 17:46:09 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 17:46:24 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:46:24 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:46:26 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:46:26 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:47:07 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 17:47:09 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 17:47:11 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 17:47:12 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 17:47:13 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 17:47:15 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 17:47:33 | username: theonlysnail | message: right
timestamp: 25 Apr 2016 17:47:35 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 17:47:36 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 17:47:59 | username: nets213 | message: nice job
timestamp: 25 Apr 2016 17:48:05 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:48:05 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:48:06 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:48:13 | username: eternal_hots | message: :o
timestamp: 25 Apr 2016 17:48:29 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 17:49:30 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 17:49:57 | username: theonlysnail | message: right
timestamp: 25 Apr 2016 17:49:58 | username: theonlysnail | message: right
timestamp: 25 Apr 2016 17:50:00 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 17:50:04 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 17:50:05 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 17:50:26 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 17:50:28 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 17:50:29 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 17:50:41 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:50:41 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:50:42 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:50:43 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:50:51 | username: eternal_hots | message: o
timestamp: 25 Apr 2016 17:50:55 | username: theonlysnail | message: ....
timestamp: 25 Apr 2016 17:51:18 | username: theonlysnail | message: right or down?
timestamp: 25 Apr 2016 17:51:34 | username: eternal_hots | message: o no
timestamp: 25 Apr 2016 17:51:49 | username: eternal_hots | message: uhh i think they're equally bad
timestamp: 25 Apr 2016 17:52:03 | username: eternal_hots | message: unless there's a pattern that dictates where new pieces are placed
timestamp: 25 Apr 2016 17:52:04 | username: eternal_hots | message: idk
timestamp: 25 Apr 2016 17:52:20 | username: theonlysnail | message: aww man
timestamp: 25 Apr 2016 17:52:27 | username: theonlysnail | message: then let's just go with right
timestamp: 25 Apr 2016 17:52:33 | username: eternal_hots | message: ok
timestamp: 25 Apr 2016 17:52:39 | username: eternal_hots | message: right
timestamp: 25 Apr 2016 17:52:39 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:52:59 | username: eternal_hots | message: alright we made it
timestamp: 25 Apr 2016 17:53:01 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:53:01 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 17:53:02 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 17:53:07 | username: theonlysnail | message: we're saved xd
timestamp: 25 Apr 2016 17:53:12 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 17:53:13 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 17:54:16 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 17:54:43 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 17:55:01 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 17:55:24 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 17:55:34 | username: theonlysnail | message: right
timestamp: 25 Apr 2016 17:55:35 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 17:55:57 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 17:56:06 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 17:56:13 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 17:56:17 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 17:56:20 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 17:56:46 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 17:57:17 | username: theonlysnail | message: right
timestamp: 25 Apr 2016 17:57:19 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 17:57:20 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 17:57:30 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 17:57:48 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 17:57:49 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 17:58:11 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 17:59:23 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 17:59:27 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 17:59:28 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 17:59:29 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 17:59:49 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 17:59:53 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 17:59:55 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 17:59:56 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 17:59:58 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 17:59:59 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 18:00:03 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 18:00:04 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 18:00:04 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 18:00:31 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 18:00:57 | username: theonlysnail | message: right
timestamp: 25 Apr 2016 18:00:58 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 18:01:16 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 18:01:33 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 18:01:35 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 18:01:36 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 18:02:08 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 18:02:11 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 18:02:34 | username: vatsaljayaswal | message: up
timestamp: 25 Apr 2016 18:03:00 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 18:03:01 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 18:03:05 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 18:03:06 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 18:03:07 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 18:03:07 | username: vatsaljayaswal | message: left
timestamp: 25 Apr 2016 18:03:07 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 18:03:20 | username: vatsaljayaswal | message: up
timestamp: 25 Apr 2016 18:03:43 | username: vatsaljayaswal | message: up
timestamp: 25 Apr 2016 18:04:27 | username: vatsaljayaswal | message: left
timestamp: 25 Apr 2016 18:04:58 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 18:05:00 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 18:05:01 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 18:05:18 | username: vatsaljayaswal | message: down
timestamp: 25 Apr 2016 18:05:35 | username: theonlysnail | message: ?
timestamp: 25 Apr 2016 18:05:49 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 18:06:06 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 18:06:13 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 18:06:34 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 18:06:36 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 18:06:52 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 18:07:21 | username: theonlysnail | message: right
timestamp: 25 Apr 2016 18:07:22 | username: vatsaljayaswal | message: i don't think my livestream is right
timestamp: 25 Apr 2016 18:07:22 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 18:07:45 | username: nets213 | message: it's a little laggy because twitch is slow unfortunately. we can't speed up their servers
timestamp: 25 Apr 2016 18:07:46 | username: theonlysnail | message: yeah it lags :p
timestamp: 25 Apr 2016 18:08:04 | username: nets213 | message: though your commands are being input into the computer in real-time
timestamp: 25 Apr 2016 18:08:15 | username: vatsaljayaswal | message: ah, alright. so is there someone on the other end manually inputting commands?
timestamp: 25 Apr 2016 18:08:19 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 18:08:20 | username: nets213 | message: nope
timestamp: 25 Apr 2016 18:08:21 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 18:08:28 | username: vatsaljayaswal | message: ah, i felt guilty lol
timestamp: 25 Apr 2016 18:09:00 | username: nets213 | message: nah we'd fail the project. so we just pulled from the twitch api and used a keypresser python add-on to punch keys
timestamp: 25 Apr 2016 18:09:11 | username: vatsaljayaswal | message: oh alright
timestamp: 25 Apr 2016 18:09:28 | username: vatsaljayaswal | message: can i bill ccb for this conversation i'm having with you
timestamp: 25 Apr 2016 18:09:36 | username: vatsaljayaswal | message: in points
timestamp: 25 Apr 2016 18:09:52 | username: nets213 | message: yeah totes
timestamp: 25 Apr 2016 18:10:19 | username: theonlysnail | message: right
timestamp: 25 Apr 2016 18:10:22 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 18:10:35 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 18:11:10 | username: theonlysnail | message: right
timestamp: 25 Apr 2016 18:11:11 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 18:11:26 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 18:11:31 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 18:11:39 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 18:11:41 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 18:11:42 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 18:12:03 | username: theonlysnail | message: right
timestamp: 25 Apr 2016 18:12:09 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 18:12:31 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 18:12:34 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 18:12:36 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 18:13:16 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 18:13:56 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 18:13:57 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 18:14:19 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 18:14:19 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 18:15:03 | username: vatsaljayaswal | message: left
timestamp: 25 Apr 2016 18:15:25 | username: vatsaljayaswal | message: down
timestamp: 25 Apr 2016 18:15:39 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 18:16:07 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 18:16:08 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 18:16:09 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 18:16:10 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 18:16:18 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 18:16:43 | username: theonlysnail | message: upup
timestamp: 25 Apr 2016 18:16:50 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 18:17:05 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 18:17:12 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 18:17:13 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 18:17:18 | username: vatsaljayaswal | message: left
timestamp: 25 Apr 2016 18:17:35 | username: vatsaljayaswal | message: right
timestamp: 25 Apr 2016 18:17:55 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 18:17:56 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 18:18:04 | username: susanhao | message: up
timestamp: 25 Apr 2016 18:18:20 | username: susanhao | message: down
timestamp: 25 Apr 2016 18:18:36 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 18:18:36 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 18:18:36 | username: susanhao | message: down
timestamp: 25 Apr 2016 18:18:37 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 18:18:37 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 18:18:45 | username: susanhao | message: right
timestamp: 25 Apr 2016 18:18:55 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 18:18:55 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 18:19:05 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 18:19:12 | username: susanhao | message: right
timestamp: 25 Apr 2016 18:19:21 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 18:19:28 | username: susanhao | message: down
timestamp: 25 Apr 2016 18:19:41 | username: theonlysnail | message: guys, we should keep the biggest number in the corner
timestamp: 25 Apr 2016 18:19:52 | username: eternal_hots | message: we messed it up
timestamp: 25 Apr 2016 18:19:52 | username: susanhao | message: down then?
timestamp: 25 Apr 2016 18:19:53 | username: eternal_hots | message: lol
timestamp: 25 Apr 2016 18:19:56 | username: vatsaljayaswal | message: lol
timestamp: 25 Apr 2016 18:20:06 | username: vatsaljayaswal | message: wait the screen doesn't update fast enough
timestamp: 25 Apr 2016 18:20:12 | username: vatsaljayaswal | message: sorry for whining about this lol
timestamp: 25 Apr 2016 18:20:12 | username: nets213 | message: let me try and save you
timestamp: 25 Apr 2016 18:20:14 | username: susanhao | message: ^agree
timestamp: 25 Apr 2016 18:20:14 | username: nets213 | message: left
timestamp: 25 Apr 2016 18:20:16 | username: vatsaljayaswal | message: i'm just bad
timestamp: 25 Apr 2016 18:20:17 | username: nets213 | message: up
timestamp: 25 Apr 2016 18:20:20 | username: nets213 | message: right
timestamp: 25 Apr 2016 18:20:22 | username: nets213 | message: right
timestamp: 25 Apr 2016 18:20:23 | username: nets213 | message: up
timestamp: 25 Apr 2016 18:20:26 | username: nets213 | message: down
timestamp: 25 Apr 2016 18:20:27 | username: nets213 | message: up
timestamp: 25 Apr 2016 18:20:29 | username: nets213 | message: down
timestamp: 25 Apr 2016 18:20:30 | username: nets213 | message: up
timestamp: 25 Apr 2016 18:20:32 | username: nets213 | message: down
timestamp: 25 Apr 2016 18:20:34 | username: nets213 | message: up
timestamp: 25 Apr 2016 18:20:38 | username: vatsaljayaswal | message: ooh a 512
timestamp: 25 Apr 2016 18:20:38 | username: nets213 | message: right
timestamp: 25 Apr 2016 18:20:41 | username: nets213 | message: left
timestamp: 25 Apr 2016 18:20:46 | username: nets213 | message: *** ok this is not working
timestamp: 25 Apr 2016 18:21:01 | username: eternal_hots | message: rip
timestamp: 25 Apr 2016 18:21:02 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 18:21:03 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 18:21:04 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 18:21:04 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 18:21:05 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 18:21:11 | username: vatsaljayaswal | message: down
timestamp: 25 Apr 2016 18:21:12 | username: nets213 | message: just try and save the 512
timestamp: 25 Apr 2016 18:21:56 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 18:22:17 | username: vatsaljayaswal | message: down
timestamp: 25 Apr 2016 18:22:17 | username: theonlysnail | message: right
timestamp: 25 Apr 2016 18:22:36 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 18:22:59 | username: vatsaljayaswal | message: left
timestamp: 25 Apr 2016 18:23:08 | username: nets213 | message: this is grim
timestamp: 25 Apr 2016 18:23:47 | username: theonlysnail | message: #lostcause
timestamp: 25 Apr 2016 18:23:51 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 18:23:56 | username: theonlysnail | message: right
timestamp: 25 Apr 2016 18:24:03 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 18:24:20 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 18:24:20 | username: eternal_hots | message: up
timestamp: 25 Apr 2016 18:24:21 | username: eternal_hots | message: rip
timestamp: 25 Apr 2016 18:24:22 | username: eternal_hots | message: :(
timestamp: 25 Apr 2016 18:24:57 | username: vatsaljayaswal | message: rip
timestamp: 25 Apr 2016 18:25:03 | username: vatsaljayaswal | message: left
timestamp: 25 Apr 2016 18:25:17 | username: vatsaljayaswal | message: right
timestamp: 25 Apr 2016 18:25:26 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 18:25:38 | username: vatsaljayaswal | message: up
timestamp: 25 Apr 2016 18:25:51 | username: vatsaljayaswal | message: up
timestamp: 25 Apr 2016 18:26:00 | username: vatsaljayaswal | message: ouch
timestamp: 25 Apr 2016 18:26:05 | username: theonlysnail | message: down
timestamp: 25 Apr 2016 18:26:40 | username: vatsaljayaswal | message: left
timestamp: 25 Apr 2016 18:26:46 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 18:27:01 | username: vatsaljayaswal | message: left
timestamp: 25 Apr 2016 18:27:13 | username: vatsaljayaswal | message: right
timestamp: 25 Apr 2016 18:27:13 | username: theonlysnail | message: down
timestamp: 25 Apr 2016 18:27:28 | username: vatsaljayaswal | message: right
timestamp: 25 Apr 2016 18:27:54 | username: theonlysnail | message: down
timestamp: 25 Apr 2016 18:27:56 | username: theonlysnail | message: right
timestamp: 25 Apr 2016 18:27:58 | username: wimbo1111 | message: up
timestamp: 25 Apr 2016 18:28:04 | username: vatsaljayaswal | message: left
timestamp: 25 Apr 2016 18:28:18 | username: wimbo1111 | message: left
timestamp: 25 Apr 2016 18:28:26 | username: wimbo1111 | message: up
timestamp: 25 Apr 2016 18:28:34 | username: mfogel | message: up
timestamp: 25 Apr 2016 18:28:57 | username: theonlysnail | message: hold on people
timestamp: 25 Apr 2016 18:29:48 | username: vatsaljayaswal | message: i think a potential issue is that people text too fast, before seeing the screen update.
timestamp: 25 Apr 2016 18:29:55 | username: eternal_hots | message: right
timestamp: 25 Apr 2016 18:30:27 | username: wimbo1111 | message: down
timestamp: 25 Apr 2016 18:30:43 | username: wimbo1111 | message: right
timestamp: 25 Apr 2016 18:31:06 | username: theonlysnail | message: down
timestamp: 25 Apr 2016 18:31:14 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 18:31:15 | username: theonlysnail | message: down
timestamp: 25 Apr 2016 18:31:27 | username: mfogel | message: down
timestamp: 25 Apr 2016 18:31:40 | username: mfogel | message: down
timestamp: 25 Apr 2016 18:31:47 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 18:31:48 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 18:32:20 | username: theonlysnail | message: yeah i totally agree... let's try and keep this 512 in the corner
timestamp: 25 Apr 2016 18:32:30 | username: mfogel | message: down
timestamp: 25 Apr 2016 18:32:31 | username: nets213 | message: wow you saved it
timestamp: 25 Apr 2016 18:32:36 | username: nets213 | message: wisdom of the crowds?
timestamp: 25 Apr 2016 18:32:55 | username: mfogel | message: that should have been a left lol oops
timestamp: 25 Apr 2016 18:33:15 | username: wimbo1111 | message: left
timestamp: 25 Apr 2016 18:33:27 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 18:33:29 | username: eternal_hots | message: down
timestamp: 25 Apr 2016 18:33:29 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 18:33:31 | username: eternal_hots | message: nice
timestamp: 25 Apr 2016 18:33:34 | username: vatsaljayaswal | message: down
timestamp: 25 Apr 2016 18:33:48 | username: vatsaljayaswal | message: left
timestamp: 25 Apr 2016 18:33:55 | username: mfogel | message: left
timestamp: 25 Apr 2016 18:33:57 | username: wimbo1111 | message: left
timestamp: 25 Apr 2016 18:34:17 | username: vatsaljayaswal | message: down
timestamp: 25 Apr 2016 18:34:22 | username: mfogel | message: left
timestamp: 25 Apr 2016 18:34:24 | username: wimbo1111 | message: left
timestamp: 25 Apr 2016 18:34:28 | username: eternal_hots | message: down
timestamp: 25 Apr 2016 18:34:31 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 18:34:41 | username: vatsaljayaswal | message: left
timestamp: 25 Apr 2016 18:35:19 | username: mfogel | message: left
timestamp: 25 Apr 2016 18:35:36 | username: mfogel | message: left
timestamp: 25 Apr 2016 18:35:51 | username: mfogel | message: left
timestamp: 25 Apr 2016 18:35:58 | username: wimbo1111 | message: left
timestamp: 25 Apr 2016 18:36:21 | username: mfogel | message: left
timestamp: 25 Apr 2016 18:36:40 | username: mfogel | message: left
timestamp: 25 Apr 2016 18:36:52 | username: mfogel | message: i got this
timestamp: 25 Apr 2016 18:37:03 | username: mfogel | message: or maybe not
timestamp: 25 Apr 2016 18:37:06 | username: eternal_hots | message: down
timestamp: 25 Apr 2016 18:37:06 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 18:37:10 | username: wimbo1111 | message: down
timestamp: 25 Apr 2016 18:37:12 | username: mfogel | message: oh ya htere you go
timestamp: 25 Apr 2016 18:37:27 | username: wimbo1111 | message: left
timestamp: 25 Apr 2016 18:37:29 | username: wimbo1111 | message: down
timestamp: 25 Apr 2016 18:37:39 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 18:37:42 | username: theonlysnail | message: good job guys
timestamp: 25 Apr 2016 18:37:49 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 18:37:52 | username: mfogel | message: nice
timestamp: 25 Apr 2016 18:38:01 | username: mfogel | message: down
timestamp: 25 Apr 2016 18:38:08 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 18:38:08 | username: eternal_hots | message: down
timestamp: 25 Apr 2016 18:38:25 | username: mfogel | message: down
timestamp: 25 Apr 2016 18:39:25 | username: mfogel | message: down
timestamp: 25 Apr 2016 18:39:34 | username: mfogel | message: down
timestamp: 25 Apr 2016 18:39:42 | username: mfogel | message: left
timestamp: 25 Apr 2016 18:39:47 | username: wimbo1111 | message: left
timestamp: 25 Apr 2016 18:40:02 | username: mfogel | message: left
timestamp: 25 Apr 2016 18:40:07 | username: wimbo1111 | message: left
timestamp: 25 Apr 2016 18:40:21 | username: mfogel | message: @creators of this, when we input commands are you manually doing this or do you have code written that automatically does it? just curious
timestamp: 25 Apr 2016 18:40:25 | username: eternal_hots | message: down
timestamp: 25 Apr 2016 18:40:26 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 18:40:35 | username: nets213 | message: it's coded
timestamp: 25 Apr 2016 18:40:38 | username: mfogel | message: nice
timestamp: 25 Apr 2016 18:40:56 | username: mfogel | message: left
timestamp: 25 Apr 2016 18:41:07 | username: nets213 | message: we've been messing around with the aggregation. so sometimes we go total anarchy where each command is input, other times we do majority vote with different quorums
timestamp: 25 Apr 2016 18:41:30 | username: mfogel | message: do you have code on github that i can see for how you aggregate it? this is actually really interesting
timestamp: 25 Apr 2016 18:41:33 | username: mfogel | message: left
timestamp: 25 Apr 2016 18:41:52 | username: vatsaljayaswal | message: left
timestamp: 25 Apr 2016 18:42:07 | username: nets213 | message: yeah: https://github.com/ebrnstn/multiplay
timestamp: 25 Apr 2016 18:42:13 | username: wimbo1111 | message: we have to ruin it
timestamp: 25 Apr 2016 18:42:16 | username: theonlysnail | message: right
timestamp: 25 Apr 2016 18:42:17 | username: theonlysnail | message: down
timestamp: 25 Apr 2016 18:42:19 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 18:42:24 | username: vatsaljayaswal | message: jim wot
timestamp: 25 Apr 2016 18:42:28 | username: vatsaljayaswal | message: left
timestamp: 25 Apr 2016 18:42:36 | username: mfogel | message: down
timestamp: 25 Apr 2016 18:43:16 | username: mfogel | message: left
timestamp: 25 Apr 2016 18:43:34 | username: mfogel | message: down
timestamp: 25 Apr 2016 18:43:35 | username: theonlysnail | message: do you want to go up or right?
timestamp: 25 Apr 2016 18:43:45 | username: mfogel | message: i think we keep 512 in the corner
timestamp: 25 Apr 2016 18:44:00 | username: wimbo1111 | message: i think we should go right
timestamp: 25 Apr 2016 18:44:08 | username: theonlysnail | message: okay
timestamp: 25 Apr 2016 18:44:25 | username: mfogel | message: i really like what we have going with the 128 and 512, idk
timestamp: 25 Apr 2016 18:44:30 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 18:44:34 | username: eternal_hots | message: right
timestamp: 25 Apr 2016 18:44:35 | username: eternal_hots | message: left
timestamp: 25 Apr 2016 18:44:42 | username: mfogel | message: esp. with the 64 there
timestamp: 25 Apr 2016 18:44:57 | username: vatsaljayaswal | message: down
timestamp: 25 Apr 2016 18:45:00 | username: theonlysnail | message: great
timestamp: 25 Apr 2016 18:45:02 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 18:45:14 | username: mfogel | message: left
timestamp: 25 Apr 2016 18:45:24 | username: vatsaljayaswal | message: left
timestamp: 25 Apr 2016 18:45:52 | username: mfogel | message: left
timestamp: 25 Apr 2016 18:46:06 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 18:46:08 | username: theonlysnail | message: down
timestamp: 25 Apr 2016 18:46:48 | username: theonlysnail | message: up
timestamp: 25 Apr 2016 18:47:08 | username: theonlysnail | message: down
timestamp: 25 Apr 2016 18:47:11 | username: theonlysnail | message: left
timestamp: 25 Apr 2016 18:47:55 | username: vatsaljayaswal | message: left
timestamp: 25 Apr 2016 18:48:29 | username: mfogel | message: up
timestamp: 25 Apr 2016 18:48:44 | username: mfogel | message: down
timestamp: 25 Apr 2016 18:48:50 | username: mfogel | message: left
timestamp: 25 Apr 2016 18:49:03 | username: mfogel | message: up
