timestamp: 22 Apr 2016 22:07:27 | username: nets213 | message: up
timestamp: 24 Apr 2016 22:12:52 | username: iwantbanhmi | message: up
timestamp: 24 Apr 2016 22:12:52 | username: markparaskevas | message: left
timestamp: 24 Apr 2016 22:12:52 | username: iwantbanhmi | message: up
timestamp: 24 Apr 2016 22:12:53 | username: markparaskevas | message: left
timestamp: 24 Apr 2016 22:12:53 | username: markparaskevas | message: left
timestamp: 24 Apr 2016 22:12:54 | username: markparaskevas | message: left
timestamp: 24 Apr 2016 22:12:55 | username: markparaskevas | message: left
timestamp: 24 Apr 2016 22:12:57 | username: markparaskevas | message: up
timestamp: 24 Apr 2016 22:12:58 | username: markparaskevas | message: up
timestamp: 24 Apr 2016 22:12:58 | username: elizzleb | message: up
timestamp: 24 Apr 2016 22:12:58 | username: markparaskevas | message: up
timestamp: 24 Apr 2016 22:12:58 | username: elizzleb | message: up
timestamp: 24 Apr 2016 22:12:59 | username: elizzleb | message: up
timestamp: 24 Apr 2016 22:12:59 | username: markparaskevas | message: up
timestamp: 24 Apr 2016 22:12:59 | username: elizzleb | message: up
timestamp: 24 Apr 2016 22:13:00 | username: markparaskevas | message: up
timestamp: 24 Apr 2016 22:13:00 | username: markparaskevas | message: up
timestamp: 24 Apr 2016 22:13:01 | username: markparaskevas | message: up
timestamp: 24 Apr 2016 22:13:06 | username: markparaskevas | message: i beat the *** up!
timestamp: 24 Apr 2016 22:13:07 | username: elizzleb | message: left
timestamp: 24 Apr 2016 22:13:08 | username: markparaskevas | message: up!
timestamp: 24 Apr 2016 22:13:08 | username: elizzleb | message: left
timestamp: 24 Apr 2016 22:13:08 | username: elizzleb | message: left
timestamp: 24 Apr 2016 22:13:09 | username: markparaskevas | message: up!
timestamp: 24 Apr 2016 22:13:10 | username: markparaskevas | message: up!
timestamp: 24 Apr 2016 22:13:10 | username: elizzleb | message: left
timestamp: 24 Apr 2016 22:13:11 | username: markparaskevas | message: up!
timestamp: 24 Apr 2016 22:13:11 | username: elizzleb | message: left
timestamp: 24 Apr 2016 22:13:12 | username: elizzleb | message: left
timestamp: 24 Apr 2016 22:13:15 | username: elizzleb | message: left
timestamp: 24 Apr 2016 22:13:16 | username: elizzleb | message: left
timestamp: 24 Apr 2016 22:13:16 | username: elizzleb | message: left
timestamp: 24 Apr 2016 22:13:21 | username: elizzleb | message: up
timestamp: 24 Apr 2016 22:13:22 | username: elizzleb | message: up
timestamp: 24 Apr 2016 22:13:26 | username: elizzleb | message: up
timestamp: 24 Apr 2016 22:13:27 | username: elizzleb | message: up
timestamp: 24 Apr 2016 22:13:43 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:13:44 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:13:45 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:13:45 | username: elizzleb | message: up
timestamp: 24 Apr 2016 22:13:45 | username: elizzleb | message: up
timestamp: 24 Apr 2016 22:13:46 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:13:47 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:13:48 | username: elizzleb | message: up
timestamp: 24 Apr 2016 22:13:51 | username: elizzleb | message: roundabout
timestamp: 24 Apr 2016 22:13:53 | username: elizzleb | message: partytime
timestamp: 24 Apr 2016 22:13:58 | username: elizzleb | message: ccb is the best
timestamp: 24 Apr 2016 22:14:00 | username: markparaskevas | message: up!!!
timestamp: 24 Apr 2016 22:14:00 | username: elizzleb | message: ellie is cool too
timestamp: 24 Apr 2016 22:14:02 | username: markparaskevas | message: up!!!!
timestamp: 24 Apr 2016 22:14:07 | username: elizzleb | message: markparaskevas stfu
timestamp: 24 Apr 2016 22:14:15 | username: markparaskevas | message: https://www.youtube.com/watch?v=lsnp8fddvoo
timestamp: 24 Apr 2016 22:14:22 | username: elizzleb | message: wtf
timestamp: 24 Apr 2016 22:14:30 | username: markparaskevas | message: *** you eli
timestamp: 24 Apr 2016 22:14:38 | username: markparaskevas | message: meet me irl ill *** you up right now
timestamp: 24 Apr 2016 22:14:51 | username: markparaskevas | message: back out and 1 v 1 me beo
timestamp: 24 Apr 2016 22:14:52 | username: elizzleb | message: lets go
timestamp: 24 Apr 2016 22:14:53 | username: markparaskevas | message: bro
timestamp: 24 Apr 2016 22:14:54 | username: elizzleb | message: lets go
timestamp: 24 Apr 2016 22:14:56 | username: elizzleb | message: cod
timestamp: 24 Apr 2016 22:14:58 | username: elizzleb | message: rin
timestamp: 24 Apr 2016 22:15:02 | username: elizzleb | message: ill fight u
timestamp: 24 Apr 2016 22:15:04 | username: elizzleb | message: left
timestamp: 24 Apr 2016 22:15:05 | username: elizzleb | message: left
timestamp: 24 Apr 2016 22:15:05 | username: elizzleb | message: left
timestamp: 24 Apr 2016 22:15:07 | username: elizzleb | message: right
timestamp: 24 Apr 2016 22:15:07 | username: elizzleb | message: up
timestamp: 24 Apr 2016 22:15:19 | username: markparaskevas | message: 360 no scope you on rust bud
timestamp: 24 Apr 2016 22:15:24 | username: markparaskevas | message: im bout to end your *** career
timestamp: 24 Apr 2016 22:15:30 | username: elizzleb | message: call him creampie lee
timestamp: 24 Apr 2016 22:15:49 | username: elizzleb | message: left
timestamp: 24 Apr 2016 22:15:49 | username: elizzleb | message: right
timestamp: 24 Apr 2016 22:15:50 | username: elizzleb | message: right
timestamp: 24 Apr 2016 22:15:51 | username: elizzleb | message: right
timestamp: 24 Apr 2016 22:15:52 | username: elizzleb | message: right
timestamp: 24 Apr 2016 22:15:52 | username: elizzleb | message: right
timestamp: 24 Apr 2016 22:15:53 | username: elizzleb | message: right
timestamp: 24 Apr 2016 22:15:54 | username: elizzleb | message: right
timestamp: 24 Apr 2016 22:16:15 | username: elizzleb | message: up
timestamp: 24 Apr 2016 22:16:15 | username: elizzleb | message: up
timestamp: 24 Apr 2016 22:16:17 | username: elizzleb | message: up
timestamp: 24 Apr 2016 22:16:17 | username: elizzleb | message: up
timestamp: 24 Apr 2016 22:16:19 | username: elizzleb | message: down
timestamp: 24 Apr 2016 22:20:56 | username: markparaskevas | message: sit on the edge of the bed. lube your dick and her ass. then she has to be facing away from you. basically you gotta put your dick on her *** crack. then she holds it against her *** with her hand and moves up and down
timestamp: 24 Apr 2016 22:21:25 | username: elizzleb | message: up
timestamp: 24 Apr 2016 22:21:26 | username: elizzleb | message: up
timestamp: 24 Apr 2016 22:21:26 | username: elizzleb | message: up
timestamp: 24 Apr 2016 22:21:27 | username: elizzleb | message: up
timestamp: 24 Apr 2016 22:21:27 | username: elizzleb | message: up
timestamp: 24 Apr 2016 22:21:28 | username: elizzleb | message: up
timestamp: 24 Apr 2016 22:21:29 | username: elizzleb | message: up
timestamp: 24 Apr 2016 22:21:37 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:21:38 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:21:39 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:21:40 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:21:41 | username: amelie1234567 | message: left
timestamp: 24 Apr 2016 22:21:56 | username: elizzleb | message: teh l4g
timestamp: 24 Apr 2016 22:22:09 | username: amelie1234567 | message: up
